Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-03-29,0.04118603840470314,0.04214137735006017,0.04046998759991976,0.04118603840470314,65952000,0.0,0.0
1999-03-30,0.04130522199122934,0.04166370333507213,0.037484774985929704,0.03772406652569771,69504000,0.0,0.0
1999-03-31,0.03891779810888009,0.04082756458056273,0.03712722148137606,0.040349893271923065,153600000,0.0,0.0
1999-04-01,0.04034988357732865,0.0405891785555927,0.03844011756449262,0.03915616497397423,30432000,0.0,0.0
1999-04-05,0.03867939507377454,0.03963381826781367,0.03772405311749509,0.037962429225444794,98640000,0.0,0.0
1999-04-06,0.03832092552732353,0.038440111909858035,0.0362910546503641,0.03700801730155945,69696000,0.0,0.0
1999-04-07,0.03724639629931769,0.040349880693717075,0.037008020100744506,0.04011150449514389,89280000,0.0,0.0
1999-04-08,0.04034987517430565,0.042021264623459356,0.03987312284237367,0.04082754626870155,130128000,0.0,0.0
1999-04-09,0.04106684681461582,0.04106684681461582,0.039873128296570706,0.04011150449514389,48624000,0.0,0.0
1999-04-12,0.039633822773911934,0.039633822773911934,0.037724057406465915,0.03844010457396507,33312000,0.0,0.0
1999-04-13,0.039156161109650804,0.039156161109650804,0.036291056407300994,0.036887913942337036,36144000,0.0,0.0
1999-04-14,0.03676874241271043,0.0376048952402936,0.0358143150806427,0.0358143150806427,48288000,0.0,0.0
1999-04-15,0.036768727004528046,0.036768727004528046,0.03581430007241935,0.036768727004528046,35856000,0.0,0.0
1999-04-16,0.03653033505326594,0.038559289965295875,0.03653033505326594,0.037962429225444794,38928000,0.0,0.0
1999-04-19,0.03844010479229226,0.03844010479229226,0.03581429224243333,0.03629104793071747,31296000,0.0,0.0
1999-04-20,0.036291049637103744,0.03772405939449184,0.035216517740318996,0.03557500243186951,67680000,0.0,0.0
1999-04-21,0.035575003550450936,0.03629105077819978,0.03533662397986833,0.03617186099290848,37488000,0.0,0.0
1999-04-22,0.03629105626155554,0.03629105626155554,0.03426210064156389,0.03461966663599014,227184000,0.0,0.0
1999-04-23,0.03450048668066037,0.034619676517982596,0.032709910156159,0.03294920176267624,126048000,0.0,0.0
1999-04-26,0.03294920351892556,0.03342595947815118,0.03056085040128896,0.031277816742658615,123504000,0.0,0.0
1999-04-27,0.03199385348335944,0.03485895817420294,0.03151618233854634,0.03461966663599014,226944000,0.0,0.0
1999-04-28,0.03485896429892766,0.03485896429892766,0.03330676420394064,0.03438129648566246,120096000,0.0,0.0
1999-04-29,0.034500482894429474,0.0346196727186713,0.03366524902391362,0.03438129648566246,48144000,0.0,0.0
1999-04-30,0.03473977426199247,0.03629105884771821,0.034500479291252904,0.034858960658311844,99312000,0.0,0.0
1999-05-03,0.03521652838661166,0.03521652838661166,0.03414291492765651,0.03509734198451042,33840000,0.0,0.0
1999-05-04,0.03509734560607578,0.03509734560607578,0.03247153186799601,0.03318757936358452,96048000,0.0,0.0
1999-05-05,0.033425942620837444,0.033903613686561584,0.031516177120349646,0.033903613686561584,144576000,0.0,0.0
1999-05-06,0.0336652395634886,0.03438128682401768,0.0322322262799663,0.03324716165661812,35616000,0.0,0.0
1999-05-07,0.03223222380013547,0.033665236973406905,0.03223222380013547,0.033425942063331604,25008000,0.0,0.0
1999-05-10,0.03318756591564976,0.03414290461569047,0.03318756591564976,0.033425942063331604,19680000,0.0,0.0
1999-05-11,0.03485895919216115,0.03629105732133417,0.03414291183531179,0.035216525197029114,171744000,0.0,0.0
1999-05-12,0.03557500075915139,0.03641115305353343,0.035097329723990676,0.03629104793071747,168480000,0.0,0.0
1999-05-13,0.03629104793071747,0.03724638658556547,0.036171858154778073,0.03629104793071747,69936000,0.0,0.0
1999-05-14,0.036291062637900134,0.036291062637900134,0.03390362525692246,0.03438129648566246,28464000,0.0,0.0
1999-05-17,0.03390363437132029,0.03605269268155098,0.033784444515036365,0.03605269268155098,35760000,0.0,0.0
1999-05-18,0.0364111616485866,0.0382017376736153,0.035336629548676626,0.03772406652569771,151536000,0.0,0.0
1999-05-19,0.03939547341865666,0.04082756872714805,0.03545583488358921,0.03605269268155098,451728000,0.0,0.0
1999-05-20,0.03629106435297854,0.03629106435297854,0.03187467078680715,0.03318757936358452,178176000,0.0,0.0
1999-05-21,0.03270989886575515,0.03270989886575515,0.031516180456295666,0.03247152268886566,303504000,0.0,0.0
1999-05-24,0.03270989690294496,0.03342594415315187,0.03187465986370848,0.03235141560435295,162624000,0.0,0.0
1999-05-25,0.03247153437892955,0.03294920225170557,0.03223223935338553,0.03259072080254555,130080000,0.0,0.0
1999-05-26,0.03247152268886566,0.034142908799136146,0.03247152268886566,0.03247152268886566,104736000,0.0,0.0
1999-05-27,0.03270991491841124,0.03270991491841124,0.032232243567705154,0.032232243567705154,82320000,0.0,0.0
1999-05-28,0.03270991064163678,0.03270991064163678,0.03223223935338553,0.03259072080254555,88656000,0.0,0.0
1999-06-01,0.03247153149879065,0.03270990774035454,0.03199386025290758,0.03270990774035454,98544000,0.0,0.0
1999-06-02,0.032709913279025754,0.032709913279025754,0.031516194343566895,0.031516194343566895,130128000,0.0,0.0
1999-06-03,0.03235141560435295,0.032590707113915394,0.03199384965273804,0.03235141560435295,41568000,0.0,0.0
1999-06-04,0.03259072080254555,0.03270991064163678,0.03235142919247676,0.03259072080254555,78912000,0.0,0.0
1999-06-07,0.032769503367082516,0.03342595769648995,0.032709910156159,0.03294920176267624,125136000,0.0,0.0
1999-06-08,0.03306839041005893,0.034381299021629834,0.03294920057702566,0.03378443792462349,153312000,0.0,0.0
1999-06-09,0.03390362525692246,0.0350973439474113,0.03390362525692246,0.03438129648566246,95184000,0.0,0.0
1999-06-10,0.034381293300455994,0.034619669511380805,0.034142913674056696,0.03450047969818115,36096000,0.0,0.0
1999-06-11,0.034500485439188044,0.03461967527222132,0.03259071914608586,0.03378443792462349,61008000,0.0,0.0
1999-06-14,0.033844020669386764,0.03390361727521463,0.03223222774947015,0.03247152268886566,51648000,0.0,0.0
1999-06-15,0.03247152268886566,0.03270989886575515,0.03199385157258066,0.03247152268886566,49296000,0.0,0.0
1999-06-16,0.03294918635249433,0.034381284178845894,0.03247151871021077,0.033425942063331604,64416000,0.0,0.0
1999-06-17,0.03318756998204015,0.033665241098325145,0.03247152268886566,0.03247152268886566,74928000,0.0,0.0
1999-06-18,0.03270991189965366,0.03270991189965366,0.031277816742658615,0.031277816742658615,158736000,0.0,0.0
1999-06-21,0.03223223887499731,0.03294920176267624,0.03136674721820838,0.03294920176267624,83472000,0.0,0.0
1999-06-22,0.0329491884125074,0.0329491884125074,0.03163536493867224,0.03235141560435295,193056000,0.0,0.0
1999-06-23,0.03199386261582804,0.03294920176267624,0.0316353777565134,0.03294920176267624,210912000,0.0,0.0
1999-06-24,0.03318758626911733,0.03318758626911733,0.031993867273830565,0.032232243567705154,115200000,0.0,0.0
1999-06-25,0.03199386025290758,0.0330683891577182,0.03199386025290758,0.03270990774035454,73536000,0.0,0.0
1999-06-28,0.03378443702929841,0.03378443702929841,0.03247153186799601,0.03318757936358452,109152000,0.0,0.0
1999-06-29,0.03366524641342445,0.03402280902747398,0.033187575221724296,0.03354605659842491,92688000,0.0,0.0
1999-06-30,0.03461966109506795,0.03653034195303917,0.03390361387373304,0.03653034195303917,269232000,0.0,0.0
1999-07-01,0.03653034779976834,0.03653034779976834,0.03270990081929864,0.03461966663599014,88992000,0.0,0.0
1999-07-02,0.035097344083633825,0.037127215415239334,0.03438129661910581,0.037127215415239334,224880000,0.0,0.0
1999-07-06,0.03748478200584013,0.03748478200584013,0.03676873453115038,0.037246402353048325,198096000,0.0,0.0
1999-07-07,0.03748476874282141,0.03748476874282141,0.03653034195303917,0.03653034195303917,63120000,0.0,0.0
1999-07-08,0.036768724357135116,0.03796243932341833,0.03557500597537798,0.03736558184027672,186048000,0.0,0.0
1999-07-09,0.03724639305074593,0.04082754829253856,0.03724639305074593,0.04052957892417908,211728000,0.0,0.0
1999-07-12,0.04297660930576255,0.044170327729780134,0.04130521975963449,0.042379751801490784,401040000,0.0,0.0
1999-07-13,0.04285742382517521,0.043095803444457965,0.040589176546293786,0.04249894246459007,138864000,0.0,0.0
1999-07-14,0.04249893571785526,0.043454277906647076,0.040589170102735564,0.04082754626870155,137952000,0.0,0.0
1999-07-15,0.041186045023522716,0.04249895020094769,0.04106685519218445,0.04106685519218445,137040000,0.0,0.0
1999-07-16,0.04178289409674467,0.04226056525560973,0.04106684673974104,0.0419020839035511,103872000,0.0,0.0
1999-07-19,0.042021264623459356,0.042141369761169355,0.040589170102735564,0.04082754626870155,43632000,0.0,0.0
1999-07-20,0.04082755185345304,0.04082755185345304,0.03867940977852559,0.04011150449514389,178752000,0.0,0.0
1999-07-21,0.03963382716939582,0.03963382716939582,0.03772406159015235,0.03891777992248535,112080000,0.0,0.0
1999-07-22,0.03867941551625087,0.03867941551625087,0.03676873400934979,0.037127215415239334,213264000,0.0,0.0
1999-07-23,0.037008025590534906,0.0382017442856569,0.037008025590534906,0.037127215415239334,80256000,0.0,0.0
1999-07-26,0.03808163965413397,0.03808163965413397,0.037246402353048325,0.037246402353048325,60528000,0.0,0.0
1999-07-27,0.03724639204686099,0.03748477163369245,0.036768724357135116,0.03736558184027672,98592000,0.0,0.0
1999-07-28,0.03724638213935536,0.038440100203584515,0.03712719579311702,0.037962429225444794,244224000,0.0,0.0
1999-07-29,0.03724639667470173,0.03844011520477762,0.0370080204737261,0.03832092881202698,388800000,0.0,0.0
1999-07-30,0.03832091821417604,0.03939544663886047,0.03820172843891361,0.03844010457396507,452304000,0.0,0.0
1999-08-02,0.03844011935008943,0.038917790566150745,0.038201743123407746,0.038798604160547256,313344000,0.0,0.0
1999-08-03,0.03879859950631801,0.03879859950631801,0.037484775836816836,0.037843257188797,255216000,0.0,0.0
1999-08-04,0.03808163338688339,0.03820173854077716,0.03772406738201665,0.037843257188797,89952000,0.0,0.0
1999-08-05,0.037843247181728344,0.03844010457396507,0.03724638637401821,0.03844010457396507,240576000,0.0,0.0
1999-08-06,0.03832091821417604,0.0385592943492275,0.03820172843891361,0.03844010457396507,183984000,0.0,0.0
1999-08-09,0.0385592943492275,0.03891777560641277,0.03820172843891361,0.03844010457396507,31056000,0.0,0.0
1999-08-10,0.03867941254275666,0.04082755477120148,0.03844011756449262,0.03915616497397423,212064000,0.0,0.0
1999-08-11,0.03987312740671799,0.04226056438952754,0.03939545625764226,0.04178289324045181,197712000,0.0,0.0
1999-08-12,0.04202127789495889,0.04488638660375219,0.04178290165370699,0.0438118577003479,239616000,0.0,0.0
1999-08-13,0.043454284857736655,0.04428952204242574,0.042976613686930905,0.043335095047950745,84672000,0.0,0.0
1999-08-16,0.04369265036021914,0.04369265036021914,0.0402306853808153,0.04166369512677193,223440000,0.0,0.0
1999-08-17,0.04178289324045181,0.04249894058278086,0.04070836455341081,0.04178289324045181,193536000,0.0,0.0
1999-08-18,0.04130522660826907,0.043214992650843505,0.040469989370239684,0.04273824021220207,279888000,0.0,0.0
1999-08-19,0.0457225339606405,0.05419866927515645,0.044170333992082735,0.05181031674146652,1966992000,0.0,0.0
1999-08-20,0.051930422551467625,0.052287985168583184,0.04942288017194016,0.05133356153964996,353088000,0.0,0.0
1999-08-23,0.050616594960829736,0.050616594960829736,0.04655776824680983,0.0482291579246521,507984000,0.0,0.0
1999-08-24,0.04751311286615929,0.04846845181643447,0.04512567571441925,0.04799078404903412,398064000,0.0,0.0
1999-08-25,0.04810997140392495,0.04858764259630722,0.045841724019835745,0.04775149002671242,350352000,0.0,0.0
1999-08-26,0.047751480618156754,0.048468443231317444,0.046319386085830375,0.04703543335199356,275376000,0.0,0.0
1999-08-27,0.04799080436980682,0.05157195819831234,0.04775150929572751,0.04966219142079353,552384000,0.0,0.0
1999-08-30,0.050497404007886874,0.05145274630571463,0.04739391968379984,0.04948246851563454,158640000,0.0,0.0
1999-08-31,0.049662162100425254,0.05395936450354496,0.04870682330965891,0.05372098833322525,786864000,0.0,0.0
1999-09-01,0.05372100846366285,0.05372100846366285,0.050378228251689784,0.05121346563100815,565344000,0.0,0.0
1999-09-02,0.04954207468637105,0.05085589867291275,0.048468461065582356,0.05061660706996918,341088000,0.0,0.0
1999-09-03,0.051571934411866874,0.05228798177779709,0.05061659549770135,0.05097507685422897,258864000,0.0,0.0
1999-09-07,0.051810312599033084,0.051810312599033084,0.05049740429621305,0.050736699253320694,124416000,0.0,0.0
1999-09-08,0.05085589867291275,0.051213464764064215,0.05061660706996918,0.05061660706996918,170064000,0.0,0.0
1999-09-09,0.05109426898014731,0.05145275035293558,0.0489452080222763,0.04990055039525032,209472000,0.0,0.0
1999-09-10,0.05073671225284568,0.051333569946940716,0.050378227398884784,0.05061660706996918,167424000,0.0,0.0
1999-09-13,0.050855892315880495,0.050855892315880495,0.048468455006981916,0.04894521087408066,174432000,0.0,0.0
1999-09-14,0.04894519952337289,0.04894519952337289,0.047274725389218585,0.04751310497522354,250368000,0.0,0.0
1999-09-15,0.04691625103715409,0.04846845095553114,0.04655776967344408,0.04787159338593483,212736000,0.0,0.0
1999-09-16,0.04727472144477624,0.04775147716153337,0.04608008781982651,0.04667694866657257,158112000,0.0,0.0
1999-09-17,0.046378982461973126,0.04679706040087138,0.04488637587646949,0.04655776545405388,171648000,0.0,0.0
1999-09-20,0.04572253298125793,0.046319393972839594,0.044886380434036255,0.044886380434036255,229104000,0.0,0.0
1999-09-21,0.04393197164047529,0.044170347929283565,0.03999233324231478,0.040589191019535065,737328000,0.0,0.0
1999-09-22,0.04058918065301179,0.04178289931805084,0.03820174332293369,0.04154452309012413,375984000,0.0,0.0
1999-09-23,0.04166369766419027,0.04178288745204204,0.03772406139104314,0.03808162733912468,379584000,0.0,0.0
1999-09-24,0.03820173742533375,0.039156160952399044,0.03199385348335944,0.03461966663599014,684912000,0.0,0.0
1999-09-27,0.03688791339105142,0.03748477433264166,0.03461966625763635,0.036768727004528046,432000000,0.0,0.0
1999-09-28,0.03682832175083075,0.04058917565487986,0.03676872855505603,0.04011150449514389,413184000,0.0,0.0
1999-09-29,0.04094674054570735,0.04249894037420626,0.036291056407300994,0.036887913942337036,594048000,0.0,0.0
1999-09-30,0.038201737007831964,0.03939545547553828,0.03629105586493535,0.036768727004528046,342528000,0.0,0.0
1999-10-01,0.03617186066890162,0.03748476874282141,0.03461966109506795,0.03653034195303917,347760000,0.0,0.0
1999-10-04,0.03772407359042113,0.037843263416817034,0.03676873453115038,0.037246402353048325,177600000,0.0,0.0
1999-10-05,0.037246391204428145,0.04106684119713147,0.037246391204428145,0.04082754626870155,478080000,0.0,0.0
1999-10-06,0.0409467267148236,0.04775146933375004,0.04058916083973907,0.045722514390945435,1508736000,0.0,0.0
1999-10-07,0.047632301101896,0.047632301101896,0.04249894523021178,0.04273824021220207,487296000,0.0,0.0
1999-10-08,0.042738238269772966,0.04620020416085904,0.04106684852248298,0.044886380434036255,398928000,0.0,0.0
1999-10-11,0.04524486329862368,0.045364053114547734,0.04249894470477419,0.04369266331195831,544464000,0.0,0.0
1999-10-12,0.043931957307079196,0.044409628491786445,0.04297661493766469,0.04309580475091934,322992000,0.0,0.0
1999-10-13,0.04261813126055473,0.04261813126055473,0.04106684673974104,0.0419020839035511,280368000,0.0,0.0
1999-10-14,0.0420212789437676,0.0420212789437676,0.04058918393500435,0.04106685519218445,192336000,0.0,0.0
1999-10-15,0.039036970444301766,0.04106684119713147,0.038917780653581854,0.04082754626870155,210720000,0.0,0.0
1999-10-18,0.04094673771007408,0.04094673771007408,0.038440111108790954,0.03867940604686737,215184000,0.0,0.0
1999-10-19,0.03987313421137286,0.03987313421137286,0.036411167950711316,0.037127215415239334,308928000,0.0,0.0
1999-10-20,0.037724057406465915,0.03891777560641277,0.03712720001422918,0.03844010457396507,348720000,0.0,0.0
1999-10-21,0.03832093633814948,0.040230702608823776,0.03724640398978915,0.040230702608823776,382128000,0.0,0.0
1999-10-22,0.040111506231687834,0.042379756974427814,0.040111506231687834,0.04118603840470314,286752000,0.0,0.0
1999-10-25,0.04094674458674315,0.041544520943338346,0.03915616497397423,0.03915616497397423,213840000,0.0,0.0
1999-10-26,0.04082754964144719,0.04440962376409807,0.04058917345578905,0.042976610362529755,481248000,0.0,0.0
1999-10-27,0.043214997705329314,0.043454292715307874,0.04034988892502579,0.04106685519218445,214128000,0.0,0.0
1999-10-28,0.041305225965074306,0.042021273374555905,0.03891778875836545,0.03915616497397423,222768000,0.0,0.0
1999-10-29,0.03963383988306354,0.04297661979086521,0.039395463645109735,0.04226057231426239,330528000,0.0,0.0
1999-11-01,0.04154451970208409,0.046557770181326244,0.04154451970208409,0.044886380434036255,782544000,0.0,0.0
1999-11-02,0.045722534204666,0.04799078500422975,0.045364052827453476,0.04775149002671242,837504000,0.0,0.0
1999-11-03,0.04966217909727394,0.05372100671920506,0.04930369766436058,0.05240718275308609,2011680000,0.0,0.0
1999-11-04,0.053004949632807996,0.05718296291878292,0.053004949632807996,0.05574995279312134,1260336000,0.0,0.0
1999-11-05,0.057302148938190335,0.057779816671478246,0.05133355648508479,0.05395936965942383,616368000,0.0,0.0
1999-11-08,0.05228796813388688,0.05706375977330204,0.05061658228991897,0.055511560291051865,470016000,0.0,0.0
1999-11-09,0.05539237746439107,0.055630753633210975,0.052527269626177535,0.05467541143298149,272352000,0.0,0.0
1999-11-10,0.05485511404748318,0.05491470723676651,0.053124131362480516,0.05419865995645523,144048000,0.0,0.0
1999-11-11,0.05419868210323095,0.060883320639635426,0.0530049632274358,0.058018215000629425,562704000,0.0,0.0
1999-11-12,0.06052575689437694,0.06112261116504669,0.0570637869495622,0.06112261116504669,501504000,0.0,0.0
1999-11-15,0.06153979544182951,0.06339088805467433,0.058973577196863074,0.05992892012000084,362208000,0.0,0.0
1999-11-16,0.06136098363569272,0.06685282101001475,0.061122603995744026,0.06565910577774048,723792000,0.0,0.0
1999-11-17,0.06685283315463757,0.07162770861304701,0.06589749055781313,0.06816574186086655,786384000,0.0,0.0
1999-11-18,0.06959781529261738,0.07019559159365034,0.06780723926175389,0.06840409338474274,235968000,0.0,0.0
1999-11-19,0.07664185597896053,0.08475950931427323,0.07640256102052242,0.0818943977355957,2165184000,0.0,0.0
1999-11-22,0.08398386902747723,0.0840434622276039,0.07688023524910463,0.08177521824836731,540192000,0.0,0.0
1999-11-23,0.07341825922806519,0.0767610383714752,0.07258302553121539,0.0759258046746254,553248000,0.0,0.0
1999-11-24,0.07556732495395026,0.07640255866858724,0.06792733959264553,0.07353745400905609,406848000,0.0,0.0
1999-11-26,0.0728213889906908,0.07353744304297302,0.0706723319797459,0.07306068390607834,71760000,0.0,0.0
1999-11-29,0.07282141222686968,0.07377675466842702,0.06876259182526101,0.07043398171663284,298608000,0.0,0.0
1999-11-30,0.07067234815779067,0.07186607013622273,0.06613585352897644,0.06613585352897644,314688000,0.0,0.0
1999-12-01,0.0661358658182707,0.07043398845368996,0.0661358658182707,0.06947864592075348,223536000,0.0,0.0
1999-12-02,0.06971789611980928,0.07556730385401766,0.06971789611980928,0.07461196184158325,309888000,0.0,0.0
1999-12-03,0.0753280466682326,0.07664187057567967,0.07186608030119603,0.07282141596078873,342768000,0.0,0.0
1999-12-06,0.07306068446824356,0.07520882614877714,0.07306068446824356,0.07485126703977585,178608000,0.0,0.0
1999-12-07,0.07544812116129174,0.07556731436205673,0.06947861772787318,0.07234372198581696,186384000,0.0,0.0
1999-12-08,0.07210534067533853,0.07628335974909449,0.0718660525945289,0.07556731253862381,201696000,0.0,0.0
1999-12-09,0.07544816830890347,0.07735793844593143,0.07067237677600462,0.0732991099357605,214944000,0.0,0.0
1999-12-10,0.07461198814470481,0.07497046950858087,0.07115002228978043,0.07246292382478714,98304000,0.0,0.0
1999-12-13,0.07162767419477059,0.07413429714565306,0.0706723320570038,0.07222453504800797,183840000,0.0,0.0
1999-12-14,0.07234371849772696,0.07413429415423974,0.07031476328212517,0.07103081047534943,273888000,0.0,0.0
1999-12-15,0.07055316929932078,0.07091165070381895,0.06709120305209608,0.06876259297132492,205968000,0.0,0.0
1999-12-16,0.06912108497561395,0.07019561400664112,0.06804655594458678,0.06828492879867554,132576000,0.0,0.0
1999-12-17,0.07019561281568136,0.07294061662828635,0.06983713136229178,0.07186608761548996,262080000,0.0,0.0
1999-12-20,0.07198615797178652,0.07923831541902632,0.06947861958714055,0.0778355598449707,402432000,0.0,0.0
1999-12-21,0.0778356014181299,0.08129756847573646,0.07497049555321922,0.08117838203907013,388368000,0.0,0.0
1999-12-22,0.08141672529543639,0.08404345028015424,0.07831324111558212,0.08308811485767365,251184000,0.0,0.0
1999-12-23,0.08320729561487926,0.08881831801674916,0.08284972965817801,0.0885799452662468,280224000,0.0,0.0
1999-12-27,0.09048973268967965,0.09060892592910323,0.08428184767224149,0.08523719012737274,202416000,0.0,0.0
1999-12-28,0.08523717989559829,0.08834066435815598,0.08475951214084616,0.08499788492918015,179184000,0.0,0.0
1999-12-29,0.08481912130965844,0.08881834883770502,0.08475952810135334,0.0878630131483078,132144000,0.0,0.0
1999-12-30,0.08786298265886407,0.08917680615138822,0.08643088130713117,0.0885799452662468,139776000,0.0,0.0
1999-12-31,0.08840025140998935,0.08977366821263628,0.08810227861433703,0.08965356647968292,127344000,0.0,0.0
2000-01-03,0.09025134102552701,0.09096738833598311,0.08428183007165095,0.08941518515348434,300912000,0.0,0.0
2000-01-04,0.08786298393749421,0.08810227203846896,0.08261043593193004,0.08702774345874786,300480000,0.0,0.0
2000-01-05,0.08452111889414889,0.08595321341132078,0.08296891582409102,0.084162637591362,188352000,0.0,0.0
2000-01-06,0.08416267546952443,0.08416267546952443,0.07544815836663762,0.07867083698511124,120480000,0.0,0.0
2000-01-07,0.07831325275460882,0.08081987638150258,0.0771195307261992,0.0799846425652504,71184000,0.0,0.0
2000-01-10,0.08022299904378091,0.08595321472496836,0.0787909045047219,0.08261043578386307,239856000,0.0,0.0
2000-01-11,0.08213280048126294,0.08308814305894827,0.07926768809556961,0.07926768809556961,148128000,0.0,0.0
2000-01-12,0.07926766435870906,0.07938777292481905,0.07616418005483319,0.07723870873451233,123552000,0.0,0.0
2000-01-13,0.07711954051918735,0.08117836807110729,0.07616419800246055,0.08046140521764755,132192000,0.0,0.0
2000-01-14,0.08165602626780422,0.08726613411614557,0.08141673130551953,0.0839233547449112,604560000,0.0,0.0
2000-01-18,0.08499789881390911,0.08786301095615975,0.08117836635338144,0.08750544488430023,261648000,0.0,0.0
2000-01-19,0.08786300317407472,0.08786300317407472,0.0859532336974855,0.08666928112506866,164688000,0.0,0.0
2000-01-20,0.0873862195932955,0.09216109279928567,0.08571483021871436,0.0864308774471283,179568000,0.0,0.0
2000-01-21,0.08619159638863201,0.0865500777055452,0.08332648506345025,0.08547554910182953,544272000,0.0,0.0
